                       Research (Cts/Temp.) Glow Curve
Sampling Rate is  10 Data Points per Second

File Name:        R&D-061519-jeremy-differentdoses 36
Date & Time:     6/15/2019 6:03:06 PM

Sample No.,Barcode,Time ( .1s),Temperature,
Counts
 36 ,N1059   , 0 ,34.00,1
 36 ,N1059   , 0.1 ,33.67,0
 36 ,N1059   , 0.2 ,33.44,1
 36 ,N1059   , 0.3 ,33.30,0
 36 ,N1059   , 0.4 ,33.20,0
 36 ,N1059   , 0.5 ,33.13,1
 36 ,N1059   , 0.6 ,33.42,0
 36 ,N1059   , 0.7 ,33.28,1
 36 ,N1059   , 0.8 ,33.19,0
 36 ,N1059   , 0.9 ,33.12,0
 36 ,N1059   , 1 ,33.42,0
 36 ,N1059   , 1.1 ,33.28,1
 36 ,N1059   , 1.2 ,32.85,0
 36 ,N1059   , 1.3 ,32.90,0
 36 ,N1059   , 1.4 ,32.93,1
 36 ,N1059   , 1.5 ,33.29,0
 36 ,N1059   , 1.6 ,32.86,1
 36 ,N1059   , 1.7 ,32.91,0
 36 ,N1059   , 1.8 ,32.94,0
 36 ,N1059   , 1.9 ,32.63,0
 36 ,N1059   , 2 ,32.75,1
 36 ,N1059   , 2.1 ,32.83,0
 36 ,N1059   , 2.2 ,32.89,1
 36 ,N1059   , 2.3 ,32.59,0
 36 ,N1059   , 2.4 ,32.73,0
 36 ,N1059   , 2.5 ,32.82,0
 36 ,N1059   , 2.6 ,32.88,1
 36 ,N1059   , 2.7 ,33.25,0
 36 ,N1059   , 2.8 ,33.17,0
 36 ,N1059   , 2.9 ,33.11,1
 36 ,N1059   , 3 ,32.74,0
 36 ,N1059   , 3.1 ,32.83,0
 36 ,N1059   , 3.2 ,32.89,1
 36 ,N1059   , 3.3 ,32.92,0
 36 ,N1059   , 3.4 ,32.95,1
 36 ,N1059   , 3.5 ,33.30,0
 36 ,N1059   , 3.6 ,33.20,0
 36 ,N1059   , 3.7 ,33.13,0
 36 ,N1059   , 3.8 ,33.42,0
 36 ,N1059   , 3.9 ,33.28,1
 36 ,N1059   , 4 ,33.19,1
 36 ,N1059   , 4.1 ,33.13,0
 36 ,N1059   , 4.2 ,33.08,1
 36 ,N1059   , 4.3 ,33.39,0
 36 ,N1059   , 4.4 ,33.93,1
 36 ,N1059   , 4.5 ,35.28,1
 36 ,N1059   , 4.6 ,35.52,0
 36 ,N1059   , 4.7 ,36.35,0
 36 ,N1059   , 4.8 ,36.90,1
 36 ,N1059   , 4.9 ,37.93,0
 36 ,N1059   , 5 ,38.96,1
 36 ,N1059   , 5.1 ,39.64,0
 36 ,N1059   , 5.2 ,40.09,0
 36 ,N1059   , 5.3 ,40.39,0
 36 ,N1059   , 5.4 ,40.60,1
 36 ,N1059   , 5.5 ,40.73,1
 36 ,N1059   , 5.6 ,40.82,1
 36 ,N1059   , 5.7 ,40.55,0
 36 ,N1059   , 5.8 ,40.70,0
 36 ,N1059   , 5.9 ,41.13,1
 36 ,N1059   , 6 ,41.42,0
 36 ,N1059   , 6.1 ,41.61,0
 36 ,N1059   , 6.2 ,41.74,1
 36 ,N1059   , 6.3 ,41.50,0
 36 ,N1059   , 6.4 ,41.66,0
 36 ,N1059   , 6.5 ,41.78,1
 36 ,N1059   , 6.6 ,42.18,0
 36 ,N1059   , 6.7 ,42.46,0
 36 ,N1059   , 6.8 ,42.97,0
 36 ,N1059   , 6.9 ,43.31,1
 36 ,N1059   , 7 ,43.21,0
 36 ,N1059   , 7.1 ,43.14,1
 36 ,N1059   , 7.2 ,43.09,0
 36 ,N1059   , 7.3 ,43.06,0
 36 ,N1059   , 7.4 ,43.04,0
 36 ,N1059   , 7.5 ,43.69,1
 36 ,N1059   , 7.6 ,43.80,0
 36 ,N1059   , 7.7 ,43.86,0
 36 ,N1059   , 7.8 ,43.91,1
 36 ,N1059   , 7.9 ,43.94,0
 36 ,N1059   , 8 ,43.96,0
 36 ,N1059   , 8.1 ,44.31,1
 36 ,N1059   , 8.2 ,44.20,0
 36 ,N1059   , 8.3 ,44.47,0
 36 ,N1059   , 8.4 ,44.31,1
 36 ,N1059   , 8.5 ,44.88,0
 36 ,N1059   , 8.6 ,45.25,1
 36 ,N1059   , 8.7 ,45.17,0
 36 ,N1059   , 8.8 ,45.11,0
 36 ,N1059   , 8.9 ,45.41,0
 36 ,N1059   , 9 ,45.60,1
 36 ,N1059   , 9.1 ,45.40,0
 36 ,N1059   , 9.2 ,44.94,0
 36 ,N1059   , 9.3 ,44.96,1
 36 ,N1059   , 9.4 ,45.64,0
 36 ,N1059   , 9.5 ,45.76,0
 36 ,N1059   , 9.6 ,45.84,0
 36 ,N1059   , 9.7 ,46.23,1
 36 ,N1059   , 9.8 ,46.15,0
 36 ,N1059   , 9.9 ,46.43,0
 36 ,N1059   , 10 ,46.62,1
 36 ,N1059   , 10.1 ,46.75,0
 36 ,N1059   , 10.2 ,46.83,0
 36 ,N1059   , 10.3 ,46.89,1
 36 ,N1059   , 10.4 ,46.93,0
 36 ,N1059   , 10.5 ,46.95,0
 36 ,N1059   , 10.6 ,46.97,0
 36 ,N1059   , 10.7 ,46.98,1
 36 ,N1059   , 10.8 ,46.99,0
 36 ,N1059   , 10.9 ,47.32,0
 36 ,N1059   , 11 ,47.55,1
 36 ,N1059   , 11.1 ,47.70,0
 36 ,N1059   , 11.2 ,48.13,1
 36 ,N1059   , 11.3 ,47.76,0
 36 ,N1059   , 11.4 ,47.84,0
 36 ,N1059   , 11.5 ,48.22,0
 36 ,N1059   , 11.6 ,48.15,1
 36 ,N1059   , 11.7 ,48.43,0
 36 ,N1059   , 11.8 ,48.62,0
 36 ,N1059   , 11.9 ,48.75,1
 36 ,N1059   , 12 ,49.17,0
 36 ,N1059   , 12.1 ,49.11,0
 36 ,N1059   , 12.2 ,50.07,1
 36 ,N1059   , 12.3 ,49.72,0
 36 ,N1059   , 12.4 ,49.48,0
 36 ,N1059   , 12.5 ,49.32,1
 36 ,N1059   , 12.6 ,49.55,0
 36 ,N1059   , 12.7 ,50.03,1
 36 ,N1059   , 12.8 ,50.35,0
 36 ,N1059   , 12.9 ,50.57,0
 36 ,N1059   , 13 ,51.05,1
 36 ,N1059   , 13.1 ,51.36,0
 36 ,N1059   , 13.2 ,51.24,0
 36 ,N1059   , 13.3 ,51.16,1
 36 ,N1059   , 13.4 ,51.11,0
 36 ,N1059   , 13.5 ,51.41,0
 36 ,N1059   , 13.6 ,51.27,1
 36 ,N1059   , 13.7 ,51.51,0
 36 ,N1059   , 13.8 ,51.68,0
 36 ,N1059   , 13.9 ,51.45,0
 36 ,N1059   , 14 ,51.30,1
 36 ,N1059   , 14.1 ,51.20,0
